Date,USD AM,USD PM,GBP AM,GBP PM,EUR AM,EUR PM
31-12-2024,2610.85,,2083.20,,2508.24,
30-12-2024,2610.30,2609.10,2073.88,2078.93,2501.45,2508.39
27-12-2024,2625.55,2615.95,2097.55,2081.25,2520.27,2509.48
24-12-2024,2613.75,,2086.30,,2514.95,
23-12-2024,2620.55,2613.80,2086.22,2086.60,2519.40,2515.78
20-12-2024,2606.15,2616.45,2082.05,2084.79,2509.20,2517.29
19-12-2024,2621.30,2592.45,2071.35,2060.74,2517.50,2493.68
18-12-2024,2648.35,2635.65,2086.63,2075.05,2524.67,2510.72
17-12-2024,2641.60,2636.35,2082.90,2078.23,2519.56,2510.60
16-12-2024,2660.95,2654.20,2103.75,2097.88,2534.29,2531.05
13-12-2024,2669.55,2659.05,2111.61,2105.17,2544.08,2535.67
12-12-2024,2713.60,2684.35,2127.19,2109.09,2582.26,2553.35
11-12-2024,2697.45,2705.45,2120.20,2120.26,2570.40,2576.13
10-12-2024,2670.45,2689.60,2093.37,2110.53,2535.86,2556.46
09-12-2024,2655.85,2671.90,2078.47,2091.56,2510.04,2526.82
06-12-2024,2636.50,2637.30,2067.02,2068.96,2492.55,2495.41
05-12-2024,2649.15,2640.15,2082.50,2069.35,2515.63,2496.26
04-12-2024,2642.05,2648.65,2084.05,2087.14,2516.29,2521.25
03-12-2024,2645.35,2640.65,2085.86,2087.70,2512.82,2513.37
02-12-2024,2637.25,2642.15,2075.78,2092.58,2508.82,2524.57
29-11-2024,2664.30,2651.05,2099.20,2089.03,2521.23,2512.40
28-11-2024,2646.40,2641.85,2090.92,2083.36,2510.64,2503.15
27-11-2024,2648.00,2640.85,2100.13,2088.91,2517.72,2504.32
26-11-2024,2630.30,2622.10,2091.09,2085.62,2502.47,2495.98
25-11-2024,2670.40,2635.40,2123.24,2095.93,2545.96,2509.95
22-11-2024,2706.25,2694.95,2163.38,2153.00,2598.00,2589.85
21-11-2024,2669.70,2665.30,2114.14,2109.05,2538.35,2529.90
20-11-2024,2624.30,2640.55,2072.15,2088.41,2487.05,2507.99
19-11-2024,2635.95,2623.20,2084.77,2076.00,2495.45,2482.07
18-11-2024,2590.10,2606.85,2052.14,2063.58,2455.16,2466.60
15-11-2024,2566.70,2571.80,2026.41,2035.84,2429.38,2442.18
14-11-2024,2548.45,2567.30,2016.84,2021.75,2425.36,2429.69
13-11-2024,2609.75,2598.75,2047.61,2044.96,2457.08,2454.78
12-11-2024,2590.75,2606.85,2022.60,2039.60,2441.00,2456.43
11-11-2024,2670.55,2624.75,2069.14,2039.17,2498.83,2464.90
08-11-2024,2685.20,2691.15,2072.44,2081.60,2491.87,2504.65
07-11-2024,2667.05,2692.00,2066.16,2072.57,2478.76,2490.64
06-11-2024,2726.20,2660.20,2112.81,2067.77,2534.28,2480.64
05-11-2024,2738.75,2742.55,2109.39,2109.30,2514.17,2516.29
04-11-2024,2741.35,2742.60,2113.03,2113.72,2515.74,2516.06
01-11-2024,2747.35,2744.30,2127.55,2116.68,2530.86,2528.87
31-10-2024,2779.40,2734.15,2138.75,2122.52,2556.77,2517.33
30-10-2024,2783.95,2777.80,2144.48,2137.24,2569.31,2560.85
29-10-2024,2749.15,2769.15,2118.22,2131.14,2543.51,2564.51
28-10-2024,2730.40,2741.80,2105.41,2110.09,2525.35,2533.42
25-10-2024,2719.25,2731.45,2094.91,2101.85,2511.77,2521.40
24-10-2024,2740.00,2732.00,2112.54,2104.46,2536.42,2529.01
23-10-2024,2751.00,2736.45,2119.10,2113.09,2551.28,2539.43
22-10-2024,2733.55,2736.50,2105.11,2111.21,2524.98,2532.08
21-10-2024,2734.30,2736.45,2098.58,2101.32,2518.84,2522.46
18-10-2024,2711.60,2712.50,2079.25,2078.32,2502.54,2498.21
17-10-2024,2678.45,2688.85,2062.41,2068.80,2467.66,2482.35
16-10-2024,2679.40,2675.25,2058.58,2055.13,2458.89,2457.22
15-10-2024,2653.25,2649.05,2028.94,2023.61,2432.50,2428.12
14-10-2024,2659.00,2654.90,2035.73,2034.72,2432.19,2431.89
11-10-2024,2637.05,2648.80,2017.08,2026.07,2409.21,2421.00
10-10-2024,2617.25,2628.95,2001.67,2012.46,2394.00,2403.12
09-10-2024,2617.55,2610.70,2001.38,1996.92,2387.99,2383.83
08-10-2024,2639.55,2639.90,2015.56,2014.51,2401.73,2404.68
07-10-2024,2651.60,2640.95,2028.47,2019.27,2419.05,2404.58
04-10-2024,2657.50,2650.05,2019.17,2021.72,2410.09,2414.20
03-10-2024,2644.00,2647.65,2014.99,2019.10,2394.14,2399.83
02-10-2024,2655.10,2660.95,1997.96,2005.03,2399.15,2407.10
01-10-2024,2648.85,2667.55,1986.37,2004.13,2385.29,2408.53
30-09-2024,2650.15,2629.95,1976.22,1964.84,2367.38,2355.38
27-09-2024,2660.55,2661.85,1988.50,1986.27,2386.25,2380.49
26-09-2024,2668.90,2663.75,1996.87,1993.28,2393.47,2392.05
25-09-2024,2653.80,2661.45,1983.72,1987.04,2373.82,2378.54
24-09-2024,2628.55,2635.95,1965.37,1969.32,2359.12,2365.50
23-09-2024,2617.25,2629.95,1969.74,1972.20,2356.31,2363.01
20-09-2024,2606.45,2605.85,1959.79,1962.73,2334.60,2337.71
19-09-2024,2590.60,2575.35,1950.46,1945.68,2318.85,2314.98
18-09-2024,2568.35,2570.10,1943.21,1941.45,2306.64,2308.46
17-09-2024,2575.50,2574.55,1947.59,1951.77,2312.03,2315.81
16-09-2024,2587.45,2584.00,1961.03,1957.12,2325.34,2322.50
13-09-2024,2571.35,2575.10,1955.77,1958.88,2317.81,2321.45
12-09-2024,2516.55,2545.95,1927.68,1950.45,2283.77,2307.39
11-09-2024,2521.90,2507.75,1926.23,1924.95,2283.58,2278.04
10-09-2024,2502.35,2506.30,1911.80,1919.83,2267.13,2274.72
09-09-2024,2496.65,2499.70,1905.94,1909.02,2258.72,2263.23
06-09-2024,2517.70,2506.15,1912.19,1903.42,2266.18,2261.80
05-09-2024,2516.85,2509.55,1912.05,1907.01,2267.68,2262.86
04-09-2024,2474.45,2487.95,1886.27,1891.34,2238.63,2245.87
03-09-2024,2503.25,2479.80,1908.23,1889.86,2267.44,2241.99
02-09-2024,2502.00,2498.60,1904.52,1901.43,2260.81,2257.24
30-08-2024,2524.15,2513.35,1914.32,1912.16,2277.79,2269.05
29-08-2024,2517.05,2518.10,1907.67,1914.01,2269.12,2273.59
28-08-2024,2509.55,2505.25,1896.22,1898.48,2252.07,2253.97
27-08-2024,2510.30,2508.55,1896.03,1896.71,2246.97,2246.16
23-08-2024,2500.30,2511.20,1903.73,1907.26,2247.52,2252.04
22-08-2024,2505.10,2483.00,1909.39,1895.52,2248.58,2233.96
21-08-2024,2507.65,2497.95,1924.87,1914.43,2254.88,2247.91
20-08-2024,2521.55,2529.75,1939.07,1942.34,2276.46,2279.56
19-08-2024,2500.05,2494.55,1928.54,1924.30,2264.80,2258.32
16-08-2024,2462.15,2485.80,1909.15,1927.74,2241.05,2260.34
15-08-2024,2456.25,2446.65,1911.45,1906.67,2230.52,2231.10
14-08-2024,2472.00,2456.70,1923.71,1911.80,2241.86,2226.26
13-08-2024,2460.55,2471.55,1922.18,1929.04,2252.88,2256.28
12-08-2024,2442.10,2450.85,1914.36,1920.73,2235.50,2244.98
09-08-2024,2423.45,2427.35,1899.02,1904.26,2218.43,2222.00
08-08-2024,2396.30,2411.45,1887.57,1897.81,2191.66,2213.47
07-08-2024,2392.85,2400.45,1883.65,1888.19,2192.33,2198.09
06-08-2024,2414.15,2396.55,1898.73,1887.28,2212.09,2195.00
05-08-2024,2421.75,2393.85,1895.99,1872.95,2209.85,2180.80
02-08-2024,2461.75,2469.85,1932.97,1925.25,2274.90,2265.35
01-08-2024,2434.00,2454.55,1906.80,1911.85,2257.29,2269.23
31-07-2024,2419.60,2426.30,1885.84,1889.36,2234.98,2237.05
30-07-2024,2389.15,2390.25,1858.04,1864.40,2205.42,2213.37
29-07-2024,2392.10,2391.10,1866.56,1862.19,2209.10,2211.53
26-07-2024,2374.55,2386.10,1845.03,1854.95,2187.44,2196.41
25-07-2024,2371.25,2364.20,1839.85,1836.27,2185.11,2180.74
24-07-2024,2411.30,2421.45,1870.69,1873.23,2225.63,2230.64
23-07-2024,2404.45,2403.10,1861.28,1860.72,2211.13,2214.46
22-07-2024,2401.40,2392.70,1857.48,1852.43,2204.49,2198.89
19-07-2024,2415.80,2403.50,1871.04,1860.31,2220.36,2208.82
18-07-2024,2466.95,2463.80,1899.30,1898.85,2257.26,2258.07
17-07-2024,2470.35,2480.25,1895.25,1903.84,2258.39,2267.94
16-07-2024,2439.35,2443.20,1882.20,1886.15,2238.10,2244.81
15-07-2024,2408.50,2421.25,1854.55,1864.12,2207.87,2218.35
12-07-2024,2404.15,2406.85,1856.97,1855.20,2208.93,2208.77
11-07-2024,2383.55,2409.20,1851.06,1863.28,2197.39,2212.85
10-07-2024,2372.90,2384.35,1853.47,1858.84,2192.80,2203.38
09-07-2024,2362.40,2367.90,1844.33,1847.44,2183.09,2187.70
08-07-2024,2371.65,2376.65,1850.60,1850.70,2187.85,2191.98
05-07-2024,2365.35,2379.05,1850.89,1859.94,2184.64,2199.91
04-07-2024,2357.20,2358.65,1848.52,1848.71,2183.00,2183.40
03-07-2024,2342.55,2361.35,1845.23,1850.83,2177.40,2186.14
02-07-2024,2329.00,2331.75,1843.87,1839.75,2173.66,2171.33
01-07-2024,2327.80,2329.10,1836.87,1835.33,2162.99,2164.90
28-06-2024,2327.60,2330.90,1841.60,1845.14,2176.07,2178.69
27-06-2024,2310.55,2323.60,1827.65,1834.71,2160.36,2167.45
26-06-2024,2316.10,2299.65,1828.33,1819.25,2165.32,2152.47
25-06-2024,2332.40,2325.05,1837.70,1833.07,2174.03,2172.99
24-06-2024,2327.20,2328.75,1837.79,1834.36,2169.18,2167.13
21-06-2024,2364.00,2335.05,1867.80,1848.66,2211.52,2186.07
20-06-2024,2332.95,2351.60,1837.20,1854.24,2176.88,2192.16
19-06-2024,2328.60,2324.25,1829.12,1826.63,2168.16,2163.41
18-06-2024,2312.05,2324.35,1823.05,1828.33,2157.37,2163.74
17-06-2024,2320.70,2319.90,1831.26,1830.17,2166.61,2164.47
14-06-2024,2316.90,2330.45,1822.71,1840.36,2169.31,2183.86
13-06-2024,2316.35,2310.80,1811.15,1808.89,2143.55,2142.34
12-06-2024,2314.90,2326.25,1815.58,1812.38,2153.32,2147.59
11-06-2024,2302.50,2316.50,1809.30,1821.93,2143.40,2159.67
10-06-2024,2297.65,2304.40,1808.48,1813.79,2136.81,2146.32
07-06-2024,2338.00,2310.80,1827.61,1815.60,2146.05,2135.64
06-06-2024,2360.85,2360.60,1846.18,1846.23,2170.09,2168.68
05-06-2024,2332.25,2340.05,1825.92,1830.39,2144.50,2150.51
04-06-2024,2330.50,2326.00,1825.95,1821.72,2142.66,2139.45
03-06-2024,2324.70,2337.70,1830.00,1832.29,2144.77,2151.62
31-05-2024,2342.90,2348.25,1842.46,1840.56,2160.62,2160.39
30-05-2024,2337.55,2348.55,1838.48,1844.79,2161.06,2168.18
29-05-2024,2340.90,2343.35,1834.80,1840.00,2157.84,2161.97
28-05-2024,2344.70,2350.65,1836.60,1839.85,2156.89,2164.24
24-05-2024,2339.75,2342.70,1840.68,1841.36,2160.53,2159.74
23-05-2024,2361.80,2357.35,1857.79,1853.11,2179.00,2174.89
22-05-2024,2414.25,2407.90,1897.36,1889.96,2226.18,2222.25
21-05-2024,2417.05,2427.30,1900.53,1909.56,2222.72,2237.24
20-05-2024,2444.35,2420.30,1924.19,1905.02,2249.05,2227.64
17-05-2024,2381.75,2402.60,1882.77,1894.69,2196.69,2212.79
16-05-2024,2383.65,2377.40,1881.65,1879.33,2192.96,2189.35
15-05-2024,2371.80,2357.50,1879.41,1868.08,2190.36,2175.27
14-05-2024,2347.40,2354.85,1872.29,1871.87,2175.81,2176.82
13-05-2024,2340.30,2343.80,1867.79,1865.43,2170.39,2169.42
10-05-2024,2371.05,2372.45,1891.62,1893.22,2198.20,2200.21
09-05-2024,2308.70,2325.70,1850.42,1860.09,2151.94,2159.65
08-05-2024,2308.55,2309.05,1849.61,1850.47,2147.87,2147.42
07-05-2024,2315.00,2319.60,1846.21,1846.87,2152.02,2151.43
03-05-2024,2301.10,2294.45,1831.68,1828.45,2141.63,2131.09
02-05-2024,2300.55,2288.85,1838.60,1833.83,2150.78,2143.51
01-05-2024,2288.50,2302.35,1832.40,1843.72,2144.78,2155.23
30-04-2024,2314.80,2307.00,1844.90,1842.14,2157.86,2154.05
29-04-2024,2337.60,2333.55,1867.51,1863.11,2182.85,2180.24
26-04-2024,2349.80,2343.10,1878.20,1873.78,2189.31,2187.75
25-04-2024,2325.65,2318.70,1857.96,1860.76,2168.90,2167.98
24-04-2024,2312.30,2320.25,1860.01,1865.25,2163.39,2169.67
23-04-2024,2298.15,2328.45,1859.66,1871.38,2155.21,2175.70
22-04-2024,2361.45,2334.95,1911.83,1896.68,2216.22,2196.02
19-04-2024,2381.80,2379.70,1912.82,1910.19,2234.84,2230.97
18-04-2024,2379.85,2382.70,1907.93,1913.31,2228.73,2235.93
17-04-2024,2393.75,2390.35,1918.83,1918.49,2248.45,2245.73
16-04-2024,2369.00,2369.15,1903.73,1903.14,2230.18,2228.90
15-04-2024,2347.15,2344.20,1879.60,1880.05,2202.33,2204.02
12-04-2024,2394.80,2401.50,1916.80,1929.12,2246.08,2257.17
11-04-2024,2331.75,2345.65,1859.10,1870.19,2171.79,2185.68
10-04-2024,2346.85,2333.00,1848.85,1856.83,2160.74,2170.16
09-04-2024,2364.20,2356.10,1866.30,1855.43,2176.25,2165.49
08-04-2024,2336.90,2320.25,1850.59,1836.01,2158.13,2139.04
05-04-2024,2288.45,2298.55,1811.08,1825.28,2110.87,2128.00
04-04-2024,2292.50,2293.50,1810.85,1809.11,2111.16,2109.10
03-04-2024,2270.75,2280.15,1805.02,1809.53,2108.85,2109.82
02-04-2024,2264.55,2264.50,1801.68,1802.54,2108.75,2103.27
28-03-2024,2207.00,2214.35,1749.71,1752.88,2045.67,2050.71
27-03-2024,2192.05,2192.70,1735.45,1736.84,2024.14,2026.93
26-03-2024,2193.45,2179.80,1731.95,1725.53,2019.29,2010.87
25-03-2024,2168.35,2176.70,1718.63,1721.77,2004.42,2009.09
22-03-2024,2166.25,2171.60,1721.74,1722.95,2002.48,2007.86
21-03-2024,2210.65,2170.50,1730.72,1710.57,2024.96,1996.43
20-03-2024,2153.40,2157.45,1696.23,1697.70,1986.08,1988.09
19-03-2024,2154.30,2154.90,1698.67,1695.04,1986.91,1984.02
18-03-2024,2155.30,2158.15,1692.99,1696.09,1977.27,1982.48
15-03-2024,2170.35,2163.45,1701.34,1698.09,1992.16,1987.13
14-03-2024,2169.80,2160.80,1693.31,1694.50,1983.41,1982.53
13-03-2024,2160.85,2168.40,1689.57,1693.95,1977.18,1981.48
12-03-2024,2176.40,2161.25,1701.51,1692.26,1990.97,1979.92
11-03-2024,2178.45,2180.45,1696.36,1701.62,1991.32,1996.20
08-03-2024,2168.65,2171.20,1690.90,1686.37,1984.10,1982.52
07-03-2024,2156.85,2153.45,1691.62,1686.80,1979.77,1973.42
06-03-2024,2127.35,2142.85,1672.10,1684.07,1955.89,1968.64
05-03-2024,2126.25,2134.40,1676.34,1676.57,1959.13,1963.43
04-03-2024,2083.15,2098.05,1643.40,1653.26,1920.04,1931.67
01-03-2024,2050.30,2049.80,1624.25,1624.67,1898.17,1895.66
29-02-2024,2032.80,2048.05,1604.69,1615.30,1873.63,1886.66
28-02-2024,2025.25,2032.45,1601.97,1607.06,1872.34,1876.97
27-02-2024,2036.00,2035.05,1606.20,1605.65,1876.99,1877.13
26-02-2024,2035.15,2027.20,1604.51,1598.85,1876.00,1869.28
23-02-2024,2019.30,2027.45,1594.04,1597.83,1865.63,1873.16
22-02-2024,2030.90,2024.00,1601.77,1603.41,1871.27,1872.20
21-02-2024,2028.80,2026.75,1608.43,1605.79,1878.47,1874.34
20-02-2024,2026.80,2029.10,1607.66,1602.99,1876.41,1873.67
19-02-2024,2020.35,2017.05,1601.33,1601.54,1874.68,1873.64
16-02-2024,2005.40,1997.90,1593.69,1590.13,1862.82,1858.25
15-02-2024,1996.90,2004.05,1590.13,1592.62,1860.31,1859.56
14-02-2024,1990.80,1985.10,1587.66,1581.93,1860.80,1852.69
13-02-2024,2026.20,1996.10,1599.68,1585.70,1880.52,1862.76
12-02-2024,2021.00,2015.20,1601.04,1596.44,1875.69,1870.91
09-02-2024,2031.65,2023.50,1611.30,1602.00,1886.79,1876.80
08-02-2024,2037.05,2028.65,1613.14,1608.92,1889.97,1884.41
07-02-2024,2033.20,2041.60,1609.28,1616.33,1888.03,1895.83
06-02-2024,2025.05,2030.80,1614.57,1615.70,1887.14,1891.49
05-02-2024,2024.50,2018.00,1608.06,1609.96,1882.99,1881.18
02-02-2024,2054.20,2034.15,1609.67,1606.98,1886.78,1883.01
01-02-2024,2037.55,2045.85,1611.29,1615.61,1886.98,1890.77
31-01-2024,2037.90,2053.25,1608.31,1610.77,1882.00,1886.73
30-01-2024,2036.80,2043.05,1606.22,1613.81,1880.78,1885.33
29-01-2024,2027.35,2022.50,1596.54,1595.55,1874.29,1871.82
26-01-2024,2021.10,2018.45,1587.57,1585.09,1861.03,1857.78
25-01-2024,2018.15,2023.75,1584.65,1590.67,1852.46,1863.67
24-01-2024,2030.50,2024.65,1592.12,1588.95,1863.39,1857.01
23-01-2024,2026.85,2022.95,1592.70,1594.69,1862.07,1863.54
22-01-2024,2023.90,2021.60,1593.01,1589.38,1858.34,1856.64
19-01-2024,2029.50,2028.55,1601.48,1600.12,1866.33,1864.24
18-01-2024,2012.20,2013.20,1586.22,1588.62,1847.40,1853.55
17-01-2024,2027.55,2011.75,1598.52,1590.29,1864.94,1853.02
16-01-2024,2039.75,2038.15,1614.67,1611.36,1873.71,1874.69
15-01-2024,2053.85,2049.90,1614.74,1612.04,1877.84,1873.20
12-01-2024,2039.55,2055.65,1599.42,1610.19,1861.09,1873.31
11-01-2024,2031.85,2029.15,1594.80,1595.11,1853.05,1852.82
10-01-2024,2036.25,2026.80,1600.29,1593.06,1859.50,1852.70
09-01-2024,2038.15,2034.90,1600.76,1599.84,1862.67,1859.08
08-01-2024,2028.00,2025.10,1596.85,1591.53,1854.00,1848.11
05-01-2024,2037.70,2056.35,1610.39,1613.41,1868.77,1872.10
04-01-2024,2049.05,2039.55,1610.35,1608.39,1869.14,1863.13
03-01-2024,2054.05,2042.10,1626.60,1615.30,1879.04,1869.95
02-01-2024,2074.90,2067.55,1632.53,1637.29,1885.46,1886.43
